ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,buy,low,2646.80840,2620.34032,2023-11-01T09:00:00.000Z,2023-11-02T03:55:00.000Z,2620.34032,2726.21265,0.19,-502.89,1135,-264.68,1.00
3,XAUUSD,buy,low,2606.78860,2580.72071,2023-11-02T11:45:00.000Z,2023-11-02T15:00:00.000Z,2580.72071,2684.99226,0.18,-469.22,195,-260.68,1.00
2,XAUUSD,sell,low,2650.94092,2571.41269,2023-11-01T09:15:00.000Z,2023-11-02T18:45:00.000Z,2677.45033,2571.41269,0.19,1511.04,2010,795.28,3.00
5,XAUUSD,sell,low,2570.51589,2596.22105,2023-11-02T18:50:00.000Z,2023-11-02T22:10:00.000Z,2596.22105,2493.40042,0.20,-514.10,200,-257.05,1.00
6,XAUUSD,sell,low,2612.39373,2638.51767,2023-11-03T19:50:00.000Z,2023-11-03T21:10:00.000Z,2638.51767,2534.02192,0.19,-496.35,80,-261.24,1.00
4,XAUUSD,buy,low,2583.98131,2661.50075,2023-11-02T15:05:00.000Z,2023-11-04T01:05:00.000Z,2558.14150,2661.50075,0.17,1317.83,2040,775.19,3.00
7,XAUUSD,sell,low,2635.69331,2662.05024,2023-11-03T21:15:00.000Z,2023-11-04T01:05:00.000Z,2662.05024,2556.62251,0.18,-474.42,230,-263.57,1.00
9,XAUUSD,buy,low,2656.74773,2630.18025,2023-11-04T01:25:00.000Z,2023-11-04T08:20:00.000Z,2630.18025,2736.45016,0.20,-531.35,415,-265.67,1.00
8,XAUUSD,sell,low,2655.35361,2681.90715,2023-11-04T01:10:00.000Z,2023-11-04T23:05:00.000Z,2681.90715,2575.69300,0.20,-531.07,1315,-265.54,1.00
11,XAUUSD,sell,low,2697.57327,2724.54901,2023-11-05T05:00:00.000Z,2023-11-06T12:35:00.000Z,2724.54901,2616.64608,0.17,-458.59,1895,-269.76,1.00
10,XAUUSD,buy,low,2665.36878,2745.32985,2023-11-04T21:50:00.000Z,2023-11-06T17:20:00.000Z,2638.71509,2745.32985,0.18,1439.30,2610,799.61,3.00
12,XAUUSD,buy,low,2739.66882,2712.27213,2023-11-06T17:25:00.000Z,2023-11-06T22:00:00.000Z,2712.27213,2821.85888,0.19,-520.54,275,-273.97,1.00
14,XAUUSD,buy,low,2722.00538,2694.78533,2023-11-07T15:35:00.000Z,2023-11-07T19:40:00.000Z,2694.78533,2803.66554,0.18,-489.96,245,-272.20,1.00
15,XAUUSD,buy,low,2706.96644,2679.89677,2023-11-08T10:05:00.000Z,2023-11-09T12:00:00.000Z,2679.89677,2788.17543,0.17,-460.18,1555,-270.70,1.00
13,XAUUSD,sell,low,2718.13985,2745.32125,2023-11-06T21:10:00.000Z,2023-11-11T00:20:00.000Z,2745.32125,2636.59565,0.19,-516.45,5950,-271.81,1.00
17,XAUUSD,sell,low,2756.71816,2784.28534,2023-11-11T06:05:00.000Z,2023-11-12T15:50:00.000Z,2784.28534,2674.01662,0.15,-413.51,2025,-275.67,1.00
16,XAUUSD,buy,low,2726.36819,2808.15923,2023-11-10T22:05:00.000Z,2023-11-12T20:20:00.000Z,2699.10451,2808.15923,0.16,1308.66,2775,817.91,3.00
18,XAUUSD,sell,low,2757.41898,2674.69641,2023-11-13T10:25:00.000Z,2023-11-15T01:55:00.000Z,2784.99317,2674.69641,0.17,1406.28,2370,827.23,3.00
20,XAUUSD,sell,low,2703.19965,2730.23165,2023-11-15T11:40:00.000Z,2023-11-17T19:10:00.000Z,2730.23165,2622.10366,0.20,-540.64,3330,-270.32,1.00
