ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
2,XAUUSD,sell,low,2648.56025,2675.04585,2024-03-21T01:00:00.000Z,2024-03-21T05:55:00.000Z,2675.04585,2595.58904,0.19,-503.23,295,-264.86,1.00
1,XAUUSD,buy,low,2648.48523,2622.00038,2024-03-21T00:05:00.000Z,2024-03-21T09:30:00.000Z,2622.00038,2701.45493,0.19,-503.21,565,-264.85,1.00
3,XAUUSD,sell,low,2665.91832,2612.59995,2024-03-21T06:00:00.000Z,2024-03-21T11:40:00.000Z,2692.57750,2612.59995,0.18,959.73,340,533.18,2.00
4,XAUUSD,buy,low,2625.26731,2599.01463,2024-03-21T09:40:00.000Z,2024-03-21T18:05:00.000Z,2599.01463,2677.77265,0.17,-446.30,505,-262.53,1.00
5,XAUUSD,sell,low,2616.81064,2642.97875,2024-03-21T11:45:00.000Z,2024-03-22T00:05:00.000Z,2642.97875,2564.47443,0.19,-497.19,740,-261.68,1.00
7,XAUUSD,sell,low,2636.64873,2583.91576,2024-03-22T00:15:00.000Z,2024-03-22T05:45:00.000Z,2663.01522,2583.91576,0.17,896.46,330,527.33,2.00
6,XAUUSD,buy,low,2600.33069,2574.32739,2024-03-21T18:25:00.000Z,2024-03-22T07:10:00.000Z,2574.32739,2652.33731,0.18,-468.06,765,-260.03,1.00
9,XAUUSD,buy,low,2570.42184,2544.71763,2024-03-22T07:50:00.000Z,2024-03-22T13:00:00.000Z,2544.71763,2621.83028,0.18,-462.68,310,-257.04,1.00
8,XAUUSD,sell,low,2580.03397,2528.43329,2024-03-22T05:50:00.000Z,2024-03-22T17:05:00.000Z,2605.83431,2528.43329,0.19,980.41,675,516.01,2.00
10,XAUUSD,buy,low,2555.31247,2529.75934,2024-03-22T13:05:00.000Z,2024-03-22T17:05:00.000Z,2529.75934,2606.41872,0.18,-459.96,240,-255.53,1.00
12,XAUUSD,buy,low,2516.61077,2491.44466,2024-03-22T18:15:00.000Z,2024-03-23T02:05:00.000Z,2491.44466,2566.94299,0.19,-478.16,470,-251.66,1.00
13,XAUUSD,buy,low,2491.14710,2540.97004,2024-03-23T02:15:00.000Z,2024-03-23T16:50:00.000Z,2466.23563,2540.97004,0.18,896.81,875,498.23,2.00
11,XAUUSD,sell,low,2534.11710,2559.45827,2024-03-22T17:10:00.000Z,2024-03-23T21:10:00.000Z,2559.45827,2483.43475,0.19,-481.48,1680,-253.41,1.00
15,XAUUSD,sell,low,2556.16785,2581.72953,2024-03-23T21:15:00.000Z,2024-03-24T16:30:00.000Z,2581.72953,2505.04449,0.18,-460.11,1155,-255.62,1.00
14,XAUUSD,buy,low,2538.17395,2588.93743,2024-03-23T16:55:00.000Z,2024-03-24T22:45:00.000Z,2512.79221,2588.93743,0.20,1015.27,1790,507.63,2.00
17,XAUUSD,buy,low,2589.41704,2563.52287,2024-03-24T22:50:00.000Z,2024-03-25T00:50:00.000Z,2563.52287,2641.20538,0.19,-491.99,120,-258.94,1.00
18,XAUUSD,buy,low,2550.03033,2601.03094,2024-03-25T03:45:00.000Z,2024-03-25T19:40:00.000Z,2524.53003,2601.03094,0.19,969.01,955,510.01,2.00
16,XAUUSD,sell,low,2579.30158,2605.09460,2024-03-24T16:35:00.000Z,2024-03-25T20:30:00.000Z,2605.09460,2527.71555,0.17,-438.48,1675,-257.93,1.00
19,XAUUSD,buy,low,2594.77684,2568.82907,2024-03-25T19:45:00.000Z,2024-03-27T05:45:00.000Z,2568.82907,2646.67238,0.20,-518.96,2040,-259.48,1.00
20,XAUUSD,sell,low,2601.00923,2548.98904,2024-03-25T20:35:00.000Z,2024-03-27T14:45:00.000Z,2627.01932,2548.98904,0.19,988.38,2530,520.20,2.00
22,XAUUSD,sell,low,2552.91207,2578.44119,2024-03-27T14:50:00.000Z,2024-03-27T17:05:00.000Z,2578.44119,2501.85383,0.21,-536.11,135,-255.29,1.00
