ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,buy,low,2654.35389,2627.81035,2024-05-01T04:40:00.000Z,2024-05-01T06:05:00.000Z,2627.81035,2720.71274,0.19,-504.33,85,-265.44,1.00
2,XAUUSD,sell,low,2636.50752,2662.87259,2024-05-01T05:30:00.000Z,2024-05-01T21:40:00.000Z,2662.87259,2570.59483,0.19,-500.94,970,-263.65,1.00
3,XAUUSD,sell,low,2635.43805,2661.79243,2024-05-01T05:35:00.000Z,2024-05-01T21:40:00.000Z,2661.79243,2569.55210,0.19,-500.73,965,-263.54,1.00
4,XAUUSD,sell,low,2633.46625,2659.80091,2024-05-01T05:40:00.000Z,2024-05-01T21:40:00.000Z,2659.80091,2567.62959,0.19,-500.36,960,-263.35,1.00
8,XAUUSD,sell,low,2665.30940,2691.96249,2024-05-02T06:15:00.000Z,2024-05-03T13:40:00.000Z,2691.96249,2598.67666,0.15,-399.80,1885,-266.53,1.00
9,XAUUSD,sell,low,2664.58696,2691.23283,2024-05-02T06:20:00.000Z,2024-05-03T13:40:00.000Z,2691.23283,2597.97228,0.15,-399.69,1880,-266.46,1.00
6,XAUUSD,buy,low,2631.23970,2697.02069,2024-05-01T06:10:00.000Z,2024-05-03T15:30:00.000Z,2604.92730,2697.02069,0.18,1184.06,3440,657.81,2.50
5,XAUUSD,buy,low,2634.99029,2700.86505,2024-05-01T05:45:00.000Z,2024-05-03T15:40:00.000Z,2608.64039,2700.86505,0.19,1251.62,3475,658.75,2.50
11,XAUUSD,sell,low,2698.22419,2725.20643,2024-05-03T15:40:00.000Z,2024-05-03T19:00:00.000Z,2725.20643,2630.76859,0.18,-485.68,200,-269.82,1.00
12,XAUUSD,sell,low,2698.81708,2725.80525,2024-05-03T15:45:00.000Z,2024-05-03T19:00:00.000Z,2725.80525,2631.34665,0.18,-485.79,195,-269.88,1.00
7,XAUUSD,buy,low,2664.63990,2731.25590,2024-05-01T21:45:00.000Z,2024-05-03T23:20:00.000Z,2637.99350,2731.25590,0.15,999.24,2975,666.16,2.50
14,XAUUSD,sell,low,2709.24246,2736.33488,2024-05-03T20:35:00.000Z,2024-05-04T02:15:00.000Z,2736.33488,2641.51139,0.16,-433.48,340,-270.92,1.00
15,XAUUSD,sell,low,2707.49288,2734.56781,2024-05-03T20:40:00.000Z,2024-05-04T02:15:00.000Z,2734.56781,2639.80556,0.16,-433.20,335,-270.75,1.00
16,XAUUSD,sell,low,2723.60506,2750.84111,2024-05-03T23:25:00.000Z,2024-05-04T07:45:00.000Z,2750.84111,2655.51493,0.18,-490.25,500,-272.36,1.00
10,XAUUSD,buy,low,2697.16564,2764.59478,2024-05-03T15:35:00.000Z,2024-05-04T14:05:00.000Z,2670.19398,2764.59478,0.16,1078.87,1350,674.29,2.50
13,XAUUSD,buy,low,2698.89565,2766.36804,2024-05-03T15:50:00.000Z,2024-05-04T14:05:00.000Z,2671.90669,2766.36804,0.18,1214.50,1335,674.72,2.50
18,XAUUSD,sell,low,2736.96515,2764.33480,2024-05-04T02:30:00.000Z,2024-05-04T14:05:00.000Z,2764.33480,2668.54102,0.16,-437.91,695,-273.70,1.00
19,XAUUSD,sell,low,2734.34934,2761.69283,2024-05-04T10:40:00.000Z,2024-05-04T14:05:00.000Z,2761.69283,2665.99061,0.15,-410.15,205,-273.43,1.00
23,XAUUSD,sell,low,2767.52892,2795.20421,2024-05-04T17:30:00.000Z,2024-05-04T18:55:00.000Z,2795.20421,2698.34069,0.18,-498.16,85,-276.75,1.00
20,XAUUSD,buy,low,2762.58523,2734.95938,2024-05-04T14:10:00.000Z,2024-05-05T02:15:00.000Z,2734.95938,2831.64986,0.18,-497.27,725,-276.26,1.00
25,XAUUSD,buy,low,2768.84638,2741.15792,2024-05-06T05:20:00.000Z,2024-05-06T07:05:00.000Z,2741.15792,2838.06754,0.16,-443.02,105,-276.88,1.00
