ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,sell,low,4006.56000,4046.62560,2025-11-18T04:01:00.000Z,2025-11-18T06:55:00.000Z,4046.62560,3906.39600,0.12,-480.79,174,-400.66,1.00
2,XAUUSD,sell,low,4006.48000,4046.54480,2025-11-18T04:02:00.000Z,2025-11-18T06:55:00.000Z,4046.54480,3906.31800,0.12,-480.78,173,-400.65,1.00
4,XAUUSD,sell,low,4007.08000,4047.15080,2025-11-18T04:04:00.000Z,2025-11-18T07:46:00.000Z,4047.15080,3906.90300,0.12,-480.85,222,-400.71,1.00
7,XAUUSD,sell,low,4041.03000,4081.44030,2025-11-18T06:57:00.000Z,2025-11-18T11:41:00.000Z,4081.44030,3940.00425,0.11,-444.51,284,-404.10,1.00
6,XAUUSD,sell,low,4045.08000,4085.53080,2025-11-18T06:56:00.000Z,2025-11-19T02:18:00.000Z,4085.53080,3943.95300,0.11,-444.96,1162,-404.51,1.00
8,XAUUSD,sell,low,4047.56000,4088.03560,2025-11-18T07:47:00.000Z,2025-11-19T02:18:00.000Z,4088.03560,3946.37100,0.11,-445.23,1111,-404.76,1.00
5,XAUUSD,buy,low,4005.08000,4105.20700,2025-11-18T04:11:00.000Z,2025-11-19T06:48:00.000Z,3965.02920,4105.20700,0.12,1201.52,1597,1001.27,2.50
3,XAUUSD,buy,low,4007.46000,4107.64650,2025-11-18T04:03:00.000Z,2025-11-19T06:53:00.000Z,3967.38540,4107.64650,0.12,1202.24,1610,1001.86,2.50
9,XAUUSD,sell,low,4079.17000,4119.96170,2025-11-18T11:42:00.000Z,2025-11-19T11:55:00.000Z,4119.96170,3977.19075,0.10,-407.92,1453,-407.92,1.00
10,XAUUSD,sell,low,4086.60000,4127.46600,2025-11-19T02:19:00.000Z,2025-11-19T11:59:00.000Z,4127.46600,3984.43500,0.09,-367.79,580,-408.66,1.00
13,XAUUSD,buy,low,4124.19000,4082.94810,2025-11-19T11:56:00.000Z,2025-11-19T13:18:00.000Z,4082.94810,4227.29475,0.11,-453.66,82,-412.42,1.00
12,XAUUSD,buy,low,4121.83000,4080.61170,2025-11-19T11:55:00.000Z,2025-11-19T13:25:00.000Z,4080.61170,4224.87575,0.11,-453.40,90,-412.18,1.00
11,XAUUSD,buy,low,4089.50000,4048.60500,2025-11-19T02:20:00.000Z,2025-11-19T23:19:00.000Z,4048.60500,4191.73750,0.09,-368.05,1259,-408.95,1.00
15,XAUUSD,sell,low,4053.49000,4094.02490,2025-11-19T23:17:00.000Z,2025-11-20T10:06:00.000Z,4094.02490,3952.15275,0.10,-405.35,649,-405.35,1.00
16,XAUUSD,sell,low,4051.20000,4091.71200,2025-11-19T23:18:00.000Z,2025-11-20T10:06:00.000Z,4091.71200,3949.92000,0.10,-405.12,648,-405.12,1.00
14,XAUUSD,sell,low,4131.58000,4028.29050,2025-11-19T12:16:00.000Z,2025-11-21T04:01:00.000Z,4172.89580,4028.29050,0.11,1136.18,2385,1032.89,2.50
21,XAUUSD,sell,low,4027.78000,4068.05780,2025-11-21T04:02:00.000Z,2025-11-21T09:45:00.000Z,4068.05780,3927.08550,0.10,-402.78,343,-402.78,1.00
22,XAUUSD,buy,low,4081.78000,4040.96220,2025-11-21T11:00:00.000Z,2025-11-23T23:54:00.000Z,4040.96220,4183.82450,0.09,-367.36,3654,-408.18,1.00
19,XAUUSD,sell,low,4102.46000,4143.48460,2025-11-20T11:49:00.000Z,2025-11-24T20:51:00.000Z,4143.48460,3999.89850,0.08,-328.20,6302,-410.25,1.00
20,XAUUSD,sell,low,4105.28000,4146.33280,2025-11-20T11:50:00.000Z,2025-11-24T23:30:00.000Z,4146.33280,4002.64800,0.08,-328.42,6460,-410.53,1.00
17,XAUUSD,buy,low,4052.00000,4153.30000,2025-11-19T23:21:00.000Z,2025-11-24T23:49:00.000Z,4011.48000,4153.30000,0.09,911.70,7228,1013.00,2.50
18,XAUUSD,buy,low,4054.41000,4155.77025,2025-11-19T23:24:00.000Z,2025-11-24T23:49:00.000Z,4013.86590,4155.77025,0.09,912.24,7225,1013.60,2.50
