ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,sell,low,2641.24014,2667.65254,2024-06-14T06:55:00.000Z,2024-06-14T08:30:00.000Z,2667.65254,2562.00294,0.19,-501.84,95,-264.12,1.00
4,XAUUSD,sell,low,2669.06570,2695.75636,2024-06-14T08:45:00.000Z,2024-06-14T11:55:00.000Z,2695.75636,2588.99373,0.18,-480.43,190,-266.91,1.00
6,XAUUSD,sell,low,2674.64348,2701.38991,2024-06-14T10:45:00.000Z,2024-06-14T12:00:00.000Z,2701.38991,2594.40417,0.18,-481.44,75,-267.46,1.00
2,XAUUSD,buy,low,2668.54718,2641.86171,2024-06-14T08:35:00.000Z,2024-06-14T21:20:00.000Z,2641.86171,2748.60360,0.18,-480.34,765,-266.85,1.00
3,XAUUSD,buy,low,2671.16739,2644.45571,2024-06-14T08:40:00.000Z,2024-06-14T21:20:00.000Z,2644.45571,2751.30241,0.18,-480.81,760,-267.12,1.00
9,XAUUSD,buy,low,2709.26815,2682.17547,2024-06-15T12:15:00.000Z,2024-06-15T21:00:00.000Z,2682.17547,2790.54620,0.14,-379.30,525,-270.93,1.00
10,XAUUSD,buy,low,2708.74226,2681.65483,2024-06-15T12:20:00.000Z,2024-06-15T21:00:00.000Z,2681.65483,2790.00452,0.14,-379.22,520,-270.87,1.00
5,XAUUSD,buy,low,2663.08980,2636.45891,2024-06-14T08:50:00.000Z,2024-06-16T03:05:00.000Z,2636.45891,2742.98250,0.18,-479.36,2535,-266.31,1.00
7,XAUUSD,sell,low,2700.35301,2619.34242,2024-06-14T12:15:00.000Z,2024-06-16T11:30:00.000Z,2727.35654,2619.34242,0.16,1296.17,2835,810.11,3.00
12,XAUUSD,buy,low,2645.78926,2619.33137,2024-06-16T07:50:00.000Z,2024-06-16T11:30:00.000Z,2619.33137,2725.16294,0.12,-317.49,220,-264.58,1.00
8,XAUUSD,sell,low,2699.24030,2618.26309,2024-06-14T12:20:00.000Z,2024-06-16T11:35:00.000Z,2726.23270,2618.26309,0.16,1295.64,2835,809.77,3.00
13,XAUUSD,buy,low,2645.34719,2618.89372,2024-06-16T07:55:00.000Z,2024-06-16T11:35:00.000Z,2618.89372,2724.70761,0.12,-317.44,220,-264.53,1.00
15,XAUUSD,sell,low,2612.72730,2638.85457,2024-06-16T11:40:00.000Z,2024-06-16T15:25:00.000Z,2638.85457,2534.34548,0.16,-418.04,225,-261.27,1.00
14,XAUUSD,sell,low,2616.68306,2642.84989,2024-06-16T11:35:00.000Z,2024-06-16T16:55:00.000Z,2642.84989,2538.18257,0.16,-418.67,320,-261.67,1.00
16,XAUUSD,buy,low,2649.05950,2622.56890,2024-06-17T04:20:00.000Z,2024-06-17T11:45:00.000Z,2622.56890,2728.53128,0.14,-370.87,445,-264.91,1.00
17,XAUUSD,buy,low,2648.38749,2621.90361,2024-06-17T04:25:00.000Z,2024-06-17T11:45:00.000Z,2621.90361,2727.83911,0.14,-370.77,440,-264.84,1.00
11,XAUUSD,sell,low,2674.04638,2593.82499,2024-06-15T21:40:00.000Z,2024-06-17T14:40:00.000Z,2700.78684,2593.82499,0.13,1042.88,2460,802.21,3.00
18,XAUUSD,sell,low,2614.82263,2640.97086,2024-06-17T12:55:00.000Z,2024-06-17T19:00:00.000Z,2640.97086,2536.37795,0.13,-339.93,365,-261.48,1.00
22,XAUUSD,buy,low,2599.12589,2573.13463,2024-06-18T04:35:00.000Z,2024-06-18T09:10:00.000Z,2573.13463,2677.09966,0.14,-363.88,275,-259.91,1.00
23,XAUUSD,buy,low,2594.81435,2568.86620,2024-06-18T04:45:00.000Z,2024-06-18T09:20:00.000Z,2568.86620,2672.65878,0.14,-363.27,275,-259.48,1.00
19,XAUUSD,sell,low,2594.77537,2620.72312,2024-06-18T04:20:00.000Z,2024-06-18T17:30:00.000Z,2620.72312,2516.93211,0.14,-363.27,790,-259.48,1.00
20,XAUUSD,sell,low,2596.69855,2622.66553,2024-06-18T04:25:00.000Z,2024-06-18T17:30:00.000Z,2622.66553,2518.79759,0.14,-363.54,785,-259.67,1.00
