ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,sell,low,2638.28062,2664.66343,2023-11-01T02:45:00.000Z,2023-11-01T05:00:00.000Z,2664.66343,2559.13220,0.19,-501.27,135,-263.83,1.00
3,XAUUSD,sell,low,2683.17719,2710.00896,2023-11-01T19:00:00.000Z,2023-11-02T06:05:00.000Z,2710.00896,2602.68188,0.18,-482.97,665,-268.32,1.00
4,XAUUSD,sell,low,2674.29131,2701.03423,2023-11-03T01:20:00.000Z,2023-11-03T03:50:00.000Z,2701.03423,2594.06257,0.17,-454.63,150,-267.43,1.00
2,XAUUSD,buy,low,2648.48653,2727.94113,2023-11-01T08:05:00.000Z,2023-11-03T17:55:00.000Z,2622.00167,2727.94113,0.18,1430.18,3470,794.55,3.00
5,XAUUSD,buy,low,2728.52866,2701.24337,2023-11-03T18:25:00.000Z,2023-11-03T21:10:00.000Z,2701.24337,2810.38452,0.18,-491.14,165,-272.85,1.00
6,XAUUSD,sell,low,2664.66619,2691.31285,2023-11-04T07:40:00.000Z,2023-11-04T12:00:00.000Z,2691.31285,2584.72620,0.18,-479.64,260,-266.47,1.00
7,XAUUSD,buy,low,2719.62805,2692.43177,2023-11-04T19:00:00.000Z,2023-11-07T00:15:00.000Z,2692.43177,2801.21689,0.17,-462.34,3195,-271.96,1.00
8,XAUUSD,sell,low,2760.48065,2677.66623,2023-11-05T04:45:00.000Z,2023-11-07T04:25:00.000Z,2788.08546,2677.66623,0.16,1325.03,2860,828.14,3.00
9,XAUUSD,buy,low,2693.91265,2666.97352,2023-11-07T02:30:00.000Z,2023-11-07T09:45:00.000Z,2666.97352,2774.73003,0.16,-431.03,435,-269.39,1.00
10,XAUUSD,sell,low,2678.03426,2704.81460,2023-11-07T04:30:00.000Z,2023-11-07T14:35:00.000Z,2704.81460,2597.69323,0.18,-482.05,605,-267.80,1.00
11,XAUUSD,buy,low,2670.06279,2643.36216,2023-11-07T09:50:00.000Z,2023-11-08T09:10:00.000Z,2643.36216,2750.16467,0.18,-480.61,1400,-267.01,1.00
13,XAUUSD,buy,low,2647.99490,2727.43474,2023-11-08T09:20:00.000Z,2023-11-09T19:10:00.000Z,2621.51495,2727.43474,0.16,1271.04,2030,794.40,3.00
12,XAUUSD,sell,low,2705.64336,2732.69979,2023-11-07T14:45:00.000Z,2023-11-09T22:10:00.000Z,2732.69979,2624.47406,0.17,-459.96,3325,-270.56,1.00
15,XAUUSD,sell,low,2731.86646,2759.18512,2023-11-09T22:15:00.000Z,2023-11-10T15:30:00.000Z,2759.18512,2649.91047,0.17,-464.42,1035,-273.19,1.00
16,XAUUSD,sell,low,2758.13496,2785.71631,2023-11-10T22:15:00.000Z,2023-11-13T21:55:00.000Z,2785.71631,2675.39091,0.16,-441.30,4300,-275.81,1.00
14,XAUUSD,buy,low,2708.92907,2790.19694,2023-11-09T20:30:00.000Z,2023-11-13T22:45:00.000Z,2681.83978,2790.19694,0.18,1462.82,5895,812.68,3.00
17,XAUUSD,buy,low,2792.72893,2764.80165,2023-11-13T23:20:00.000Z,2023-11-14T09:25:00.000Z,2764.80165,2876.51080,0.18,-502.69,605,-279.27,1.00
18,XAUUSD,sell,low,2791.82761,2819.74589,2023-11-14T04:15:00.000Z,2023-11-16T10:05:00.000Z,2819.74589,2708.07278,0.18,-502.53,3230,-279.18,1.00
19,XAUUSD,buy,low,2761.83996,2844.69516,2023-11-14T17:45:00.000Z,2023-11-16T19:25:00.000Z,2734.22156,2844.69516,0.17,1408.54,2980,828.55,3.00
20,XAUUSD,sell,low,2804.71157,2832.75868,2023-11-17T08:05:00.000Z,2023-11-20T20:20:00.000Z,2832.75868,2720.57022,0.18,-504.85,5055,-280.47,1.00
21,XAUUSD,buy,low,2768.16625,2851.21123,2023-11-17T14:00:00.000Z,2023-11-21T23:50:00.000Z,2740.48458,2851.21123,0.19,1577.85,6350,830.45,3.00
22,XAUUSD,sell,low,2823.60650,2851.84257,2023-11-20T21:35:00.000Z,2023-11-21T23:55:00.000Z,2851.84257,2738.89831,0.17,-480.01,1580,-282.36,1.00
23,XAUUSD,buy,low,2855.00303,2826.45300,2023-11-21T23:55:00.000Z,2023-11-22T12:20:00.000Z,2826.45300,2940.65312,0.19,-542.45,745,-285.50,1.00
25,XAUUSD,buy,low,2824.94916,2796.69967,2023-11-22T18:15:00.000Z,2023-11-22T20:35:00.000Z,2796.69967,2909.69764,0.18,-508.49,140,-282.49,1.00
24,XAUUSD,sell,low,2857.39251,2771.67073,2023-11-22T00:00:00.000Z,2023-11-24T19:30:00.000Z,2885.96643,2771.67073,0.19,1628.71,4050,857.22,3.00
26,XAUUSD,buy,low,2797.06182,2769.09120,2023-11-22T22:45:00.000Z,2023-11-24T19:35:00.000Z,2769.09120,2880.97367,0.18,-503.47,2690,-279.71,1.00
27,XAUUSD,buy,low,2774.59295,2746.84702,2023-11-24T21:45:00.000Z,2023-11-25T12:25:00.000Z,2746.84702,2857.83074,0.20,-554.92,880,-277.46,1.00
28,XAUUSD,sell,low,2779.61585,2807.41201,2023-11-24T22:10:00.000Z,2023-11-26T12:45:00.000Z,2807.41201,2696.22737,0.20,-555.92,2315,-277.96,1.00
29,XAUUSD,buy,low,2749.10608,2831.57927,2023-11-25T12:45:00.000Z,2023-11-26T18:45:00.000Z,2721.61502,2831.57927,0.19,1566.99,1800,824.73,3.00
30,XAUUSD,buy,low,2832.06618,2803.74551,2023-11-26T18:50:00.000Z,2023-11-26T21:30:00.000Z,2803.74551,2917.02816,0.20,-566.41,160,-283.21,1.00
