ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
2,XAUUSD,buy,low,2663.80617,2637.16811,2024-05-21T03:15:00.000Z,2024-05-21T09:05:00.000Z,2637.16811,2730.40133,0.19,-506.12,350,-266.38,1.00
3,XAUUSD,buy,low,2664.03798,2637.39760,2024-05-21T03:20:00.000Z,2024-05-21T09:05:00.000Z,2637.39760,2730.63893,0.19,-506.17,345,-266.40,1.00
1,XAUUSD,buy,low,2661.47147,2634.85675,2024-05-21T03:10:00.000Z,2024-05-21T09:10:00.000Z,2634.85675,2728.00825,0.19,-505.68,360,-266.15,1.00
8,XAUUSD,buy,low,2626.25018,2599.98768,2024-05-21T10:20:00.000Z,2024-05-21T21:20:00.000Z,2599.98768,2691.90644,0.16,-420.20,660,-262.63,1.00
7,XAUUSD,buy,low,2625.73784,2599.48046,2024-05-21T10:15:00.000Z,2024-05-21T21:25:00.000Z,2599.48046,2691.38128,0.16,-420.12,670,-262.57,1.00
4,XAUUSD,sell,low,2641.91917,2575.87119,2024-05-21T08:45:00.000Z,2024-05-22T03:15:00.000Z,2668.33836,2575.87119,0.19,1254.91,1110,660.48,2.50
5,XAUUSD,sell,low,2633.49654,2567.65912,2024-05-21T09:15:00.000Z,2024-05-22T03:30:00.000Z,2659.83150,2567.65912,0.16,1053.40,1095,658.37,2.50
10,XAUUSD,sell,low,2570.79171,2596.49963,2024-05-22T03:35:00.000Z,2024-05-22T06:00:00.000Z,2596.49963,2506.52192,0.19,-488.45,145,-257.08,1.00
9,XAUUSD,sell,low,2573.59108,2599.32699,2024-05-22T03:20:00.000Z,2024-05-22T06:05:00.000Z,2599.32699,2509.25130,0.17,-437.51,165,-257.36,1.00
12,XAUUSD,buy,low,2616.04350,2589.88307,2024-05-22T10:20:00.000Z,2024-05-22T11:10:00.000Z,2589.88307,2681.44459,0.17,-444.73,50,-261.60,1.00
11,XAUUSD,buy,low,2615.88766,2589.72878,2024-05-22T10:15:00.000Z,2024-05-22T11:15:00.000Z,2589.72878,2681.28485,0.17,-444.70,60,-261.59,1.00
6,XAUUSD,sell,low,2624.41027,2558.80002,2024-05-21T09:35:00.000Z,2024-05-22T17:00:00.000Z,2650.65438,2558.80002,0.16,1049.76,1885,656.10,2.50
16,XAUUSD,buy,low,2533.93642,2508.59706,2024-05-23T01:15:00.000Z,2024-05-23T05:40:00.000Z,2508.59706,2597.28483,0.18,-456.11,265,-253.39,1.00
17,XAUUSD,buy,low,2523.20097,2497.96896,2024-05-23T01:50:00.000Z,2024-05-23T06:10:00.000Z,2497.96896,2586.28100,0.18,-454.18,260,-252.32,1.00
18,XAUUSD,buy,low,2512.35465,2487.23110,2024-05-23T05:45:00.000Z,2024-05-24T11:55:00.000Z,2487.23110,2575.16352,0.17,-427.10,1810,-251.24,1.00
15,XAUUSD,sell,low,2545.83623,2482.19032,2024-05-23T00:45:00.000Z,2024-05-24T12:00:00.000Z,2571.29459,2482.19032,0.18,1145.63,2115,636.46,2.50
20,XAUUSD,buy,low,2526.28161,2501.01879,2024-05-24T17:20:00.000Z,2024-05-24T22:25:00.000Z,2501.01879,2589.43865,0.18,-454.73,305,-252.63,1.00
