ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,buy,low,2612.45892,2586.33433,2023-11-01T14:00:00.000Z,2023-11-03T01:55:00.000Z,2586.33433,2690.83269,0.19,-496.37,2155,-261.25,1.00
3,XAUUSD,buy,low,2573.58204,2547.84622,2023-11-03T20:10:00.000Z,2023-11-04T04:45:00.000Z,2547.84622,2650.78950,0.18,-463.24,515,-257.36,1.00
2,XAUUSD,sell,low,2621.21780,2542.58127,2023-11-02T08:10:00.000Z,2023-11-04T05:10:00.000Z,2647.42998,2542.58127,0.19,1494.09,2700,786.37,3.00
5,XAUUSD,buy,low,2543.75607,2518.31851,2023-11-04T05:50:00.000Z,2023-11-05T00:55:00.000Z,2518.31851,2620.06875,0.21,-534.19,1145,-254.38,1.00
4,XAUUSD,sell,low,2540.64095,2566.04736,2023-11-04T05:45:00.000Z,2023-11-05T16:25:00.000Z,2566.04736,2464.42172,0.21,-533.53,2080,-254.06,1.00
7,XAUUSD,sell,low,2535.60847,2560.96455,2023-11-05T17:15:00.000Z,2023-11-06T05:40:00.000Z,2560.96455,2459.54022,0.19,-481.77,745,-253.56,1.00
6,XAUUSD,buy,low,2508.72826,2583.99010,2023-11-05T04:25:00.000Z,2023-11-06T10:30:00.000Z,2483.64097,2583.99010,0.20,1505.24,1805,752.62,3.00
8,XAUUSD,sell,low,2522.22768,2547.44996,2023-11-06T16:50:00.000Z,2023-11-07T00:30:00.000Z,2547.44996,2446.56085,0.21,-529.67,460,-252.22,1.00
10,XAUUSD,buy,low,2485.45760,2460.60303,2023-11-07T11:30:00.000Z,2023-11-07T19:15:00.000Z,2460.60303,2560.02133,0.20,-497.09,465,-248.55,1.00
9,XAUUSD,sell,low,2514.33234,2438.90237,2023-11-07T05:35:00.000Z,2023-11-09T18:30:00.000Z,2539.47566,2438.90237,0.20,1508.60,3655,754.30,3.00
11,XAUUSD,buy,low,2448.30115,2423.81813,2023-11-07T21:30:00.000Z,2023-11-09T22:55:00.000Z,2423.81813,2521.75018,0.19,-465.18,2965,-244.83,1.00
13,XAUUSD,buy,low,2410.97941,2386.86962,2023-11-10T03:00:00.000Z,2023-11-10T09:55:00.000Z,2386.86962,2483.30879,0.22,-530.42,415,-241.10,1.00
12,XAUUSD,sell,low,2438.05762,2364.91589,2023-11-09T18:40:00.000Z,2023-11-10T13:50:00.000Z,2462.43820,2364.91589,0.23,1682.26,1150,731.42,3.00
14,XAUUSD,sell,low,2352.89288,2376.42181,2023-11-10T15:40:00.000Z,2023-11-10T19:35:00.000Z,2376.42181,2282.30609,0.25,-588.22,235,-235.29,1.00
15,XAUUSD,buy,low,2386.19284,2457.77862,2023-11-11T02:00:00.000Z,2023-11-11T15:15:00.000Z,2362.33091,2457.77862,0.23,1646.47,795,715.86,3.00
17,XAUUSD,sell,low,2436.69296,2461.05989,2023-11-11T18:30:00.000Z,2023-11-11T21:15:00.000Z,2461.05989,2363.59217,0.26,-633.54,165,-243.67,1.00
16,XAUUSD,buy,low,2458.00102,2433.42101,2023-11-11T16:05:00.000Z,2023-11-12T14:35:00.000Z,2433.42101,2531.74105,0.26,-639.08,1350,-245.80,1.00
18,XAUUSD,buy,low,2473.94610,2449.20664,2023-11-13T00:50:00.000Z,2023-11-13T06:00:00.000Z,2449.20664,2548.16449,0.23,-569.01,310,-247.39,1.00
20,XAUUSD,buy,low,2435.47012,2411.11542,2023-11-14T04:00:00.000Z,2023-11-15T03:40:00.000Z,2411.11542,2508.53423,0.22,-535.80,1420,-243.55,1.00
19,XAUUSD,sell,low,2463.42224,2389.51957,2023-11-13T04:30:00.000Z,2023-11-15T04:25:00.000Z,2488.05646,2389.51957,0.23,1699.76,2875,739.03,3.00
21,XAUUSD,buy,low,2404.92881,2380.87952,2023-11-15T08:10:00.000Z,2023-11-15T22:00:00.000Z,2380.87952,2477.07668,0.25,-601.23,830,-240.49,1.00
23,XAUUSD,buy,low,2363.58066,2339.94486,2023-11-16T08:45:00.000Z,2023-11-17T16:15:00.000Z,2339.94486,2434.48808,0.24,-567.26,1890,-236.36,1.00
22,XAUUSD,sell,low,2407.82157,2335.58693,2023-11-15T08:35:00.000Z,2023-11-17T17:25:00.000Z,2431.89979,2335.58693,0.25,1805.87,3410,722.35,3.00
24,XAUUSD,sell,low,2307.58431,2330.66015,2023-11-17T22:45:00.000Z,2023-11-18T01:20:00.000Z,2330.66015,2238.35678,0.27,-623.05,155,-230.76,1.00
25,XAUUSD,sell,low,2298.26207,2321.24469,2023-11-18T09:30:00.000Z,2023-11-18T11:00:00.000Z,2321.24469,2229.31421,0.26,-597.55,90,-229.83,1.00
26,XAUUSD,buy,low,2351.35637,2327.84281,2023-11-18T20:55:00.000Z,2023-11-19T00:40:00.000Z,2327.84281,2421.89706,0.24,-564.33,225,-235.14,1.00
27,XAUUSD,sell,low,2315.69201,2338.84893,2023-11-19T04:45:00.000Z,2023-11-19T05:40:00.000Z,2338.84893,2246.22125,0.24,-555.77,55,-231.57,1.00
29,XAUUSD,buy,low,2276.67587,2253.90911,2023-11-20T02:40:00.000Z,2023-11-20T04:55:00.000Z,2253.90911,2344.97614,0.23,-523.64,135,-227.67,1.00
28,XAUUSD,sell,low,2279.02695,2210.65614,2023-11-20T02:25:00.000Z,2023-11-20T16:25:00.000Z,2301.81722,2210.65614,0.23,1572.53,840,683.71,3.00
31,XAUUSD,sell,low,2208.75897,2230.84656,2023-11-20T16:30:00.000Z,2023-11-20T19:05:00.000Z,2230.84656,2142.49620,0.26,-574.28,155,-220.88,1.00
30,XAUUSD,buy,low,2221.33539,2199.12203,2023-11-20T15:30:00.000Z,2023-11-20T22:25:00.000Z,2199.12203,2287.97545,0.22,-488.69,415,-222.13,1.00
32,XAUUSD,sell,low,2235.53291,2257.88824,2023-11-20T19:15:00.000Z,2023-11-21T18:35:00.000Z,2257.88824,2168.46692,0.24,-536.53,1400,-223.55,1.00
33,XAUUSD,buy,low,2204.13625,2270.26034,2023-11-20T22:35:00.000Z,2023-11-21T19:35:00.000Z,2182.09489,2270.26034,0.23,1520.85,1260,661.24,3.00
34,XAUUSD,buy,low,2285.85710,2262.99853,2023-11-21T22:30:00.000Z,2023-11-22T00:40:00.000Z,2262.99853,2354.43282,0.25,-571.46,130,-228.59,1.00
36,XAUUSD,buy,low,2264.89399,2242.24505,2023-11-22T00:45:00.000Z,2023-11-22T08:40:00.000Z,2242.24505,2332.84081,0.24,-543.57,475,-226.49,1.00
