ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
3,XAUUSD,buy,low,2668.39459,2641.71064,2024-05-01T02:31:00.000Z,2024-05-01T03:32:00.000Z,2641.71064,2735.10445,0.19,-506.99,61,-266.84,1.00
5,XAUUSD,sell,low,2671.27807,2697.99085,2024-05-01T05:02:00.000Z,2024-05-01T05:51:00.000Z,2697.99085,2604.49612,0.18,-480.83,49,-267.13,1.00
6,XAUUSD,sell,low,2673.65964,2700.39624,2024-05-01T05:06:00.000Z,2024-05-01T08:06:00.000Z,2700.39624,2606.81815,0.18,-481.26,180,-267.37,1.00
7,XAUUSD,sell,low,2701.05113,2728.06164,2024-05-01T08:12:00.000Z,2024-05-01T18:34:00.000Z,2728.06164,2633.52485,0.16,-432.17,622,-270.11,1.00
1,XAUUSD,buy,low,2666.05211,2732.70342,2024-05-01T02:28:00.000Z,2024-05-01T18:37:00.000Z,2639.39159,2732.70342,0.19,1266.37,969,666.51,2.50
2,XAUUSD,buy,low,2664.74861,2731.36733,2024-05-01T02:29:00.000Z,2024-05-01T18:37:00.000Z,2638.10113,2731.36733,0.19,1265.76,968,666.19,2.50
8,XAUUSD,sell,low,2704.20412,2731.24616,2024-05-01T08:14:00.000Z,2024-05-01T18:37:00.000Z,2731.24616,2636.59901,0.16,-432.67,623,-270.42,1.00
10,XAUUSD,buy,low,2731.57072,2704.25501,2024-05-01T18:39:00.000Z,2024-05-01T20:45:00.000Z,2704.25501,2799.85999,0.19,-519.00,126,-273.16,1.00
9,XAUUSD,buy,low,2728.69240,2701.40548,2024-05-01T18:38:00.000Z,2024-05-01T20:47:00.000Z,2701.40548,2796.90971,0.19,-518.45,129,-272.87,1.00
13,XAUUSD,sell,low,2689.74185,2716.63927,2024-05-01T23:51:00.000Z,2024-05-02T00:59:00.000Z,2716.63927,2622.49830,0.17,-457.26,68,-268.97,1.00
4,XAUUSD,buy,low,2671.87583,2738.67273,2024-05-01T05:01:00.000Z,2024-05-02T12:01:00.000Z,2645.15707,2738.67273,0.18,1202.34,1860,667.97,2.50
15,XAUUSD,sell,low,2713.09186,2740.22277,2024-05-02T01:06:00.000Z,2024-05-02T14:11:00.000Z,2740.22277,2645.26456,0.16,-434.09,785,-271.31,1.00
12,XAUUSD,sell,low,2722.54176,2749.76718,2024-05-01T18:53:00.000Z,2024-05-02T15:44:00.000Z,2749.76718,2654.47822,0.19,-517.28,1251,-272.25,1.00
11,XAUUSD,sell,low,2724.78030,2752.02810,2024-05-01T18:52:00.000Z,2024-05-02T15:58:00.000Z,2752.02810,2656.66079,0.19,-517.71,1266,-272.48,1.00
14,XAUUSD,buy,low,2685.08420,2752.21131,2024-05-01T23:52:00.000Z,2024-05-02T15:58:00.000Z,2658.23336,2752.21131,0.17,1141.16,966,671.27,2.50
18,XAUUSD,buy,low,2766.71713,2739.04996,2024-05-02T18:29:00.000Z,2024-05-02T19:50:00.000Z,2739.04996,2835.88506,0.17,-470.34,81,-276.67,1.00
19,XAUUSD,sell,low,2780.32290,2808.12613,2024-05-02T21:29:00.000Z,2024-05-02T21:46:00.000Z,2808.12613,2710.81483,0.16,-444.85,17,-278.03,1.00
20,XAUUSD,sell,low,2782.16324,2809.98487,2024-05-02T21:31:00.000Z,2024-05-02T21:46:00.000Z,2809.98487,2712.60915,0.16,-445.15,15,-278.22,1.00
21,XAUUSD,sell,low,2784.25400,2812.09654,2024-05-02T21:32:00.000Z,2024-05-02T21:48:00.000Z,2812.09654,2714.64765,0.16,-445.48,16,-278.43,1.00
16,XAUUSD,buy,low,2764.88623,2834.00838,2024-05-02T18:27:00.000Z,2024-05-02T22:12:00.000Z,2737.23737,2834.00838,0.17,1175.08,225,691.22,2.50
17,XAUUSD,buy,low,2765.56024,2834.69925,2024-05-02T18:28:00.000Z,2024-05-02T22:12:00.000Z,2737.90464,2834.69925,0.17,1175.36,224,691.39,2.50
24,XAUUSD,buy,low,2871.89360,2843.17466,2024-05-02T23:33:00.000Z,2024-05-02T23:43:00.000Z,2843.17466,2943.69094,0.18,-516.94,10,-287.19,1.00
26,XAUUSD,buy,low,2869.10346,2840.41242,2024-05-02T23:35:00.000Z,2024-05-02T23:44:00.000Z,2840.41242,2940.83104,0.18,-516.44,9,-286.91,1.00
22,XAUUSD,buy,low,2853.57323,2825.03750,2024-05-02T22:30:00.000Z,2024-05-03T00:45:00.000Z,2825.03750,2924.91256,0.18,-513.64,135,-285.36,1.00
29,XAUUSD,buy,low,2869.13081,2840.43950,2024-05-03T03:34:00.000Z,2024-05-03T04:10:00.000Z,2840.43950,2940.85908,0.15,-430.37,36,-286.91,1.00
27,XAUUSD,buy,low,2867.00373,2838.33369,2024-05-03T03:30:00.000Z,2024-05-03T04:11:00.000Z,2838.33369,2938.67882,0.15,-430.05,41,-286.70,1.00
25,XAUUSD,sell,low,2869.05787,2797.33143,2024-05-02T23:34:00.000Z,2024-05-03T05:56:00.000Z,2897.74845,2797.33143,0.18,1291.08,382,717.26,2.50
23,XAUUSD,sell,low,2865.66292,2794.02135,2024-05-02T23:28:00.000Z,2024-05-03T05:57:00.000Z,2894.31955,2794.02135,0.18,1289.55,389,716.42,2.50
28,XAUUSD,sell,low,2866.66393,2794.99733,2024-05-03T03:31:00.000Z,2024-05-03T05:57:00.000Z,2895.33057,2794.99733,0.15,1075.00,146,716.67,2.50
30,XAUUSD,sell,low,2750.96128,2778.47090,2024-05-03T17:36:00.000Z,2024-05-03T19:29:00.000Z,2778.47090,2682.18725,0.21,-577.70,113,-275.10,1.00
32,XAUUSD,buy,low,2736.42135,2709.05714,2024-05-03T22:13:00.000Z,2024-05-03T23:03:00.000Z,2709.05714,2804.83188,0.20,-547.28,50,-273.64,1.00
35,XAUUSD,buy,low,2725.20480,2697.95275,2024-05-03T22:40:00.000Z,2024-05-03T23:09:00.000Z,2697.95275,2793.33492,0.20,-545.04,29,-272.52,1.00
34,XAUUSD,sell,low,2728.61965,2755.90584,2024-05-03T22:23:00.000Z,2024-05-04T05:36:00.000Z,2755.90584,2660.40415,0.20,-545.72,433,-272.86,1.00
31,XAUUSD,sell,low,2733.82603,2761.16429,2024-05-03T22:12:00.000Z,2024-05-04T07:12:00.000Z,2761.16429,2665.48037,0.20,-546.77,540,-273.38,1.00
33,XAUUSD,sell,low,2735.28521,2762.63806,2024-05-03T22:14:00.000Z,2024-05-04T07:30:00.000Z,2762.63806,2666.90308,0.20,-547.06,556,-273.53,1.00
39,XAUUSD,buy,low,2751.61458,2724.09844,2024-05-04T07:34:00.000Z,2024-05-04T08:01:00.000Z,2724.09844,2820.40495,0.15,-412.74,27,-275.16,1.00
