ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
5,XAUUSD,sell,low,2660.06771,2686.66839,2024-05-01T06:25:00.000Z,2024-05-01T13:50:00.000Z,2686.66839,2593.56602,0.19,-505.41,445,-266.01,1.00
4,XAUUSD,sell,low,2661.77051,2688.38821,2024-05-01T05:55:00.000Z,2024-05-01T13:55:00.000Z,2688.38821,2595.22624,0.19,-505.74,480,-266.18,1.00
3,XAUUSD,buy,low,2665.13553,2638.48417,2024-05-01T02:45:00.000Z,2024-05-02T03:45:00.000Z,2638.48417,2731.76392,0.19,-506.38,1500,-266.51,1.00
2,XAUUSD,buy,low,2662.71456,2636.08742,2024-05-01T02:40:00.000Z,2024-05-02T04:05:00.000Z,2636.08742,2729.28243,0.19,-505.92,1525,-266.27,1.00
1,XAUUSD,buy,low,2662.27527,2635.65252,2024-05-01T02:35:00.000Z,2024-05-02T04:10:00.000Z,2635.65252,2728.83215,0.19,-505.83,1535,-266.23,1.00
6,XAUUSD,sell,low,2696.58039,2629.16588,2024-05-01T19:30:00.000Z,2024-05-02T04:30:00.000Z,2723.54619,2629.16588,0.17,1146.05,540,674.15,2.50
7,XAUUSD,sell,low,2696.14630,2628.74264,2024-05-01T19:35:00.000Z,2024-05-02T04:35:00.000Z,2723.10776,2628.74264,0.17,1145.86,540,674.04,2.50
12,XAUUSD,buy,low,2595.60662,2569.65055,2024-05-02T14:50:00.000Z,2024-05-02T17:55:00.000Z,2569.65055,2660.49679,0.19,-493.17,185,-259.56,1.00
11,XAUUSD,buy,low,2590.48002,2564.57522,2024-05-02T14:45:00.000Z,2024-05-02T18:05:00.000Z,2564.57522,2655.24202,0.19,-492.19,200,-259.05,1.00
8,XAUUSD,sell,low,2610.07997,2544.82797,2024-05-02T09:15:00.000Z,2024-05-02T23:20:00.000Z,2636.18077,2544.82797,0.19,1239.79,845,652.52,2.50
13,XAUUSD,buy,low,2565.27314,2539.62041,2024-05-02T18:35:00.000Z,2024-05-03T02:00:00.000Z,2539.62041,2629.40497,0.17,-436.10,445,-256.53,1.00
14,XAUUSD,buy,low,2565.77889,2540.12110,2024-05-02T18:40:00.000Z,2024-05-03T02:00:00.000Z,2540.12110,2629.92336,0.17,-436.18,440,-256.58,1.00
9,XAUUSD,sell,low,2598.80510,2533.83497,2024-05-02T13:50:00.000Z,2024-05-03T02:50:00.000Z,2624.79315,2533.83497,0.19,1234.43,780,649.70,2.50
10,XAUUSD,sell,low,2596.97156,2532.04727,2024-05-02T13:55:00.000Z,2024-05-03T03:05:00.000Z,2622.94128,2532.04727,0.19,1233.56,790,649.24,2.50
19,XAUUSD,sell,low,2536.75982,2562.12742,2024-05-03T03:10:00.000Z,2024-05-03T07:30:00.000Z,2562.12742,2473.34083,0.23,-583.45,260,-253.68,1.00
15,XAUUSD,sell,low,2545.96392,2571.42356,2024-05-02T23:25:00.000Z,2024-05-03T09:20:00.000Z,2571.42356,2482.31483,0.20,-509.19,595,-254.60,1.00
18,XAUUSD,buy,low,2541.54665,2605.08532,2024-05-03T02:55:00.000Z,2024-05-04T09:15:00.000Z,2516.13118,2605.08532,0.20,1270.77,1820,635.39,2.50
17,XAUUSD,buy,low,2544.65044,2608.26670,2024-05-03T02:20:00.000Z,2024-05-04T10:15:00.000Z,2519.20394,2608.26670,0.18,1145.09,1915,636.16,2.50
16,XAUUSD,buy,low,2546.34602,2610.00467,2024-05-03T02:15:00.000Z,2024-05-04T16:45:00.000Z,2520.88256,2610.00467,0.18,1145.86,2310,636.59,2.50
20,XAUUSD,sell,low,2587.90394,2613.78298,2024-05-03T23:45:00.000Z,2024-05-04T16:45:00.000Z,2613.78298,2523.20635,0.20,-517.58,1020,-258.79,1.00
21,XAUUSD,sell,low,2588.26301,2614.14564,2024-05-03T23:50:00.000Z,2024-05-04T17:00:00.000Z,2614.14564,2523.55643,0.20,-517.65,1030,-258.83,1.00
23,XAUUSD,buy,low,2616.35333,2590.18979,2024-05-04T17:05:00.000Z,2024-05-05T08:25:00.000Z,2590.18979,2681.76216,0.25,-654.09,920,-261.64,1.00
22,XAUUSD,buy,low,2615.02072,2588.87052,2024-05-04T17:00:00.000Z,2024-05-05T10:30:00.000Z,2588.87052,2680.39624,0.25,-653.76,1050,-261.50,1.00
24,XAUUSD,buy,low,2614.96086,2588.81126,2024-05-04T17:10:00.000Z,2024-05-05T10:30:00.000Z,2588.81126,2680.33489,0.25,-653.74,1040,-261.50,1.00
25,XAUUSD,sell,low,2622.50237,2556.93981,2024-05-04T17:30:00.000Z,2024-05-05T14:15:00.000Z,2648.72739,2556.93981,0.25,1639.06,1245,655.63,2.50
26,XAUUSD,sell,low,2618.70157,2553.23403,2024-05-04T17:35:00.000Z,2024-05-05T22:30:00.000Z,2644.88858,2553.23403,0.25,1636.69,1735,654.68,2.50
28,XAUUSD,sell,low,2552.55756,2578.08314,2024-05-05T22:35:00.000Z,2024-05-06T01:40:00.000Z,2578.08314,2488.74362,0.28,-714.72,185,-255.26,1.00
