ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
2,XAUUSD,buy,low,2701.23050,2674.21819,2024-06-14T18:30:00.000Z,2024-06-15T17:00:00.000Z,2674.21819,2768.76126,0.19,-513.23,1350,-270.12,1.00
4,XAUUSD,buy,low,2697.52561,2670.55035,2024-06-14T21:20:00.000Z,2024-06-15T19:10:00.000Z,2670.55035,2764.96375,0.19,-512.53,1310,-269.75,1.00
1,XAUUSD,buy,low,2690.21966,2663.31747,2024-06-14T14:40:00.000Z,2024-06-16T17:25:00.000Z,2663.31747,2757.47516,0.19,-511.14,3045,-269.02,1.00
6,XAUUSD,buy,low,2686.08853,2659.22765,2024-06-15T20:05:00.000Z,2024-06-16T17:30:00.000Z,2659.22765,2753.24075,0.17,-456.64,1285,-268.61,1.00
7,XAUUSD,buy,low,2684.98494,2658.13509,2024-06-15T20:10:00.000Z,2024-06-16T18:00:00.000Z,2658.13509,2752.10956,0.17,-456.45,1310,-268.50,1.00
5,XAUUSD,sell,low,2697.76592,2630.32177,2024-06-14T22:00:00.000Z,2024-06-16T22:00:00.000Z,2724.74358,2630.32177,0.19,1281.44,2880,674.44,2.50
3,XAUUSD,sell,low,2692.15949,2624.85550,2024-06-14T21:10:00.000Z,2024-06-16T22:10:00.000Z,2719.08109,2624.85550,0.19,1278.78,2940,673.04,2.50
10,XAUUSD,sell,low,2628.65404,2654.94058,2024-06-17T00:35:00.000Z,2024-06-17T03:35:00.000Z,2654.94058,2562.93769,0.19,-499.44,180,-262.87,1.00
9,XAUUSD,sell,low,2635.09962,2661.45062,2024-06-17T00:30:00.000Z,2024-06-17T04:05:00.000Z,2661.45062,2569.22213,0.19,-500.67,215,-263.51,1.00
12,XAUUSD,buy,low,2636.26553,2609.90288,2024-06-17T17:15:00.000Z,2024-06-17T18:40:00.000Z,2609.90288,2702.17217,0.17,-448.17,85,-263.63,1.00
13,XAUUSD,sell,low,2615.58154,2641.73736,2024-06-17T18:30:00.000Z,2024-06-18T16:25:00.000Z,2641.73736,2550.19200,0.17,-444.65,1315,-261.56,1.00
11,XAUUSD,sell,low,2623.04857,2649.27905,2024-06-17T15:25:00.000Z,2024-06-19T01:45:00.000Z,2649.27905,2557.47235,0.17,-445.92,2060,-262.30,1.00
17,XAUUSD,buy,low,2653.34408,2626.81064,2024-06-19T02:05:00.000Z,2024-06-19T03:20:00.000Z,2626.81064,2719.67768,0.15,-398.00,75,-265.33,1.00
16,XAUUSD,sell,low,2640.18778,2666.58966,2024-06-18T16:30:00.000Z,2024-06-19T21:20:00.000Z,2666.58966,2574.18309,0.16,-422.43,1730,-264.02,1.00
19,XAUUSD,sell,low,2658.36410,2684.94775,2024-06-20T03:50:00.000Z,2024-06-20T14:45:00.000Z,2684.94775,2591.90500,0.13,-345.59,655,-265.84,1.00
8,XAUUSD,sell,low,2661.38241,2687.99623,2024-06-16T17:55:00.000Z,2024-06-20T14:50:00.000Z,2687.99623,2594.84785,0.15,-399.21,5575,-266.14,1.00
18,XAUUSD,buy,low,2645.30933,2618.85623,2024-06-19T05:50:00.000Z,2024-06-21T09:30:00.000Z,2618.85623,2711.44206,0.14,-370.34,3100,-264.53,1.00
20,XAUUSD,sell,low,2686.82612,2619.65547,2024-06-20T14:50:00.000Z,2024-06-21T09:30:00.000Z,2713.69438,2619.65547,0.12,806.05,1120,671.71,2.50
15,XAUUSD,buy,low,2641.03931,2614.62892,2024-06-18T16:25:00.000Z,2024-06-21T10:20:00.000Z,2614.62892,2707.06529,0.16,-422.57,3955,-264.10,1.00
14,XAUUSD,buy,low,2637.67255,2611.29583,2024-06-18T16:20:00.000Z,2024-06-21T12:10:00.000Z,2611.29583,2703.61437,0.16,-422.03,4070,-263.77,1.00
23,XAUUSD,sell,low,2606.76954,2632.83724,2024-06-21T12:50:00.000Z,2024-06-21T20:35:00.000Z,2632.83724,2541.60030,0.11,-286.74,465,-260.68,1.00
22,XAUUSD,sell,low,2609.93888,2636.03827,2024-06-21T12:20:00.000Z,2024-06-22T00:15:00.000Z,2636.03827,2544.69040,0.11,-287.09,715,-260.99,1.00
26,XAUUSD,buy,low,2623.17965,2688.75914,2024-06-21T20:40:00.000Z,2024-06-22T21:30:00.000Z,2596.94786,2688.75914,0.11,721.37,1490,655.79,2.50
