ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
4,XAUUSD,buy,low,2632.80597,2606.47791,2024-05-01T05:00:00.000Z,2024-05-01T08:10:00.000Z,2606.47791,2698.62612,0.19,-500.23,190,-263.28,1.00
5,XAUUSD,buy,low,2620.16692,2593.96525,2024-05-01T05:30:00.000Z,2024-05-01T11:25:00.000Z,2593.96525,2685.67109,0.19,-497.83,355,-262.02,1.00
6,XAUUSD,buy,low,2617.91753,2591.73835,2024-05-01T10:05:00.000Z,2024-05-01T22:15:00.000Z,2591.73835,2683.36547,0.18,-471.23,730,-261.79,1.00
1,XAUUSD,sell,low,2648.62651,2582.41085,2024-05-01T03:10:00.000Z,2024-05-01T23:20:00.000Z,2675.11278,2582.41085,0.19,1258.10,1210,662.16,2.50
2,XAUUSD,sell,low,2647.59910,2581.40913,2024-05-01T03:15:00.000Z,2024-05-01T23:20:00.000Z,2674.07509,2581.40913,0.19,1257.61,1205,661.90,2.50
3,XAUUSD,sell,low,2645.15943,2579.03044,2024-05-01T03:20:00.000Z,2024-05-02T04:45:00.000Z,2671.61102,2579.03044,0.19,1256.45,1525,661.29,2.50
7,XAUUSD,buy,low,2602.82398,2576.79574,2024-05-01T11:30:00.000Z,2024-05-02T04:45:00.000Z,2576.79574,2667.89458,0.17,-442.48,1035,-260.28,1.00
10,XAUUSD,sell,low,2570.26253,2595.96515,2024-05-02T06:25:00.000Z,2024-05-02T14:40:00.000Z,2595.96515,2506.00596,0.23,-591.16,495,-257.03,1.00
9,XAUUSD,sell,low,2573.99509,2599.73504,2024-05-02T06:20:00.000Z,2024-05-02T15:25:00.000Z,2599.73504,2509.64521,0.23,-592.02,545,-257.40,1.00
8,XAUUSD,sell,low,2579.02909,2604.81938,2024-05-02T04:45:00.000Z,2024-05-02T15:50:00.000Z,2604.81938,2514.55337,0.23,-593.18,665,-257.90,1.00
13,XAUUSD,buy,low,2624.70655,2598.45949,2024-05-02T19:35:00.000Z,2024-05-02T22:45:00.000Z,2598.45949,2690.32422,0.19,-498.69,190,-262.47,1.00
11,XAUUSD,buy,low,2618.28638,2592.10352,2024-05-02T18:50:00.000Z,2024-05-02T23:00:00.000Z,2592.10352,2683.74354,0.19,-497.47,250,-261.83,1.00
12,XAUUSD,buy,low,2620.61126,2594.40515,2024-05-02T19:10:00.000Z,2024-05-02T23:00:00.000Z,2594.40515,2686.12655,0.19,-497.92,230,-262.06,1.00
16,XAUUSD,sell,low,2600.32332,2626.32655,2024-05-02T22:50:00.000Z,2024-05-04T13:05:00.000Z,2626.32655,2535.31523,0.18,-468.06,2295,-260.03,1.00
15,XAUUSD,sell,low,2600.83997,2626.84837,2024-05-02T22:40:00.000Z,2024-05-04T13:15:00.000Z,2626.84837,2535.81897,0.19,-494.16,2315,-260.08,1.00
14,XAUUSD,sell,low,2605.69672,2631.75369,2024-05-02T22:35:00.000Z,2024-05-04T14:10:00.000Z,2631.75369,2540.55430,0.19,-495.08,2375,-260.57,1.00
17,XAUUSD,buy,low,2570.93398,2635.20733,2024-05-03T12:55:00.000Z,2024-05-04T14:35:00.000Z,2545.22464,2635.20733,0.17,1092.65,1540,642.73,2.50
19,XAUUSD,buy,low,2624.99277,2598.74284,2024-05-04T13:10:00.000Z,2024-05-04T17:30:00.000Z,2598.74284,2690.61759,0.15,-393.75,260,-262.50,1.00
18,XAUUSD,buy,low,2574.62864,2638.99435,2024-05-03T13:00:00.000Z,2024-05-04T23:00:00.000Z,2548.88235,2638.99435,0.17,1094.22,2040,643.66,2.50
23,XAUUSD,buy,low,2607.63848,2581.56209,2024-05-05T19:45:00.000Z,2024-05-05T23:05:00.000Z,2581.56209,2672.82944,0.17,-443.30,200,-260.76,1.00
22,XAUUSD,buy,low,2603.90370,2577.86466,2024-05-05T19:40:00.000Z,2024-05-05T23:25:00.000Z,2577.86466,2669.00129,0.17,-442.66,225,-260.39,1.00
21,XAUUSD,buy,low,2603.35324,2577.31971,2024-05-05T19:35:00.000Z,2024-05-06T00:25:00.000Z,2577.31971,2668.43708,0.17,-442.57,290,-260.34,1.00
25,XAUUSD,sell,low,2584.05553,2609.89608,2024-05-05T23:10:00.000Z,2024-05-06T05:10:00.000Z,2609.89608,2519.45414,0.16,-413.45,360,-258.41,1.00
24,XAUUSD,sell,low,2586.04065,2611.90105,2024-05-05T23:00:00.000Z,2024-05-06T05:30:00.000Z,2611.90105,2521.38963,0.17,-439.63,390,-258.60,1.00
