ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
1,XAUUSD,buy,low,4116.58000,4081.95000,2025-10-22T00:10:00.000Z,2025-10-22T07:15:00.000Z,4081.95000,4185.84000,0.14,-484.82,425,-346.30,1.00
2,XAUUSD,buy,low,4079.64000,4070.61000,2025-10-22T09:20:00.000Z,2025-10-22T09:35:00.000Z,4070.61000,4097.70000,0.53,-478.59,15,-90.30,1.00
3,XAUUSD,buy,low,4046.68000,4041.65000,2025-10-22T11:30:00.000Z,2025-10-22T11:45:00.000Z,4041.65000,4056.74000,0.90,-452.70,15,-50.30,1.00
4,XAUUSD,buy,low,4065.91000,4063.10000,2025-10-22T12:00:00.000Z,2025-10-22T12:05:00.000Z,4063.10000,4071.53000,1.53,-429.93,5,-28.10,1.00
5,XAUUSD,buy,low,4064.24000,4063.10000,2025-10-22T12:10:00.000Z,2025-10-22T12:15:00.000Z,4063.10000,4066.52000,3.58,-408.12,5,-11.40,1.00
6,XAUUSD,buy,low,4080.71000,4070.61000,2025-10-22T12:35:00.000Z,2025-10-22T12:45:00.000Z,4070.61000,4100.91000,0.38,-383.80,10,-101.00,1.00
7,XAUUSD,buy,low,4077.86000,4070.61000,2025-10-22T12:50:00.000Z,2025-10-22T13:00:00.000Z,4070.61000,4092.36000,0.51,-369.75,10,-72.50,1.00
8,XAUUSD,buy,low,4064.52000,4063.10000,2025-10-22T13:10:00.000Z,2025-10-22T13:15:00.000Z,4063.10000,4067.36000,2.46,-349.32,5,-14.20,1.00
9,XAUUSD,buy,low,4054.73000,4117.93000,2025-10-22T15:30:00.000Z,2025-10-23T05:00:00.000Z,4023.13000,4117.93000,0.11,695.20,810,632.00,2.00
10,XAUUSD,buy,low,4126.89000,4077.79000,2025-10-23T05:05:00.000Z,2025-10-24T06:50:00.000Z,4077.79000,4225.09000,0.07,-343.70,1545,-491.00,1.00
11,XAUUSD,buy,low,4090.26000,4077.79000,2025-10-24T11:30:00.000Z,2025-10-24T11:35:00.000Z,4077.79000,4115.20000,0.28,-349.16,5,-124.70,1.00
12,XAUUSD,buy,low,4088.74000,4110.64000,2025-10-24T12:00:00.000Z,2025-10-24T12:05:00.000Z,4077.79000,4110.64000,0.30,657.00,5,219.00,2.00
13,XAUUSD,buy,low,4127.13000,4100.00000,2025-10-24T14:20:00.000Z,2025-10-24T19:10:00.000Z,4100.00000,4181.39000,0.13,-352.69,290,-271.30,1.00
14,XAUUSD,buy,low,3969.11000,3958.93000,2025-10-29T01:20:00.000Z,2025-10-29T02:10:00.000Z,3958.93000,3989.47000,0.34,-346.12,50,-101.80,1.00
15,XAUUSD,buy,low,3958.64000,3954.81000,2025-10-29T02:15:00.000Z,2025-10-29T02:25:00.000Z,3954.81000,3966.30000,0.86,-329.38,10,-38.30,1.00
16,XAUUSD,buy,low,3956.77000,3954.81000,2025-10-29T02:30:00.000Z,2025-10-29T02:45:00.000Z,3954.81000,3960.69000,1.60,-313.60,15,-19.60,1.00
17,XAUUSD,buy,low,3955.71000,3954.81000,2025-10-29T03:10:00.000Z,2025-10-29T03:15:00.000Z,3954.81000,3957.51000,3.31,-297.90,5,-9.00,1.00
18,XAUUSD,buy,low,3965.57000,3958.93000,2025-10-29T03:30:00.000Z,2025-10-29T03:55:00.000Z,3958.93000,3978.85000,0.43,-285.52,25,-66.40,1.00
19,XAUUSD,buy,low,3965.40000,3978.34000,2025-10-29T04:00:00.000Z,2025-10-29T04:40:00.000Z,3958.93000,3978.34000,0.42,543.48,40,129.40,2.00
20,XAUUSD,buy,low,3981.60000,4026.94000,2025-10-29T04:45:00.000Z,2025-10-29T07:45:00.000Z,3958.93000,4026.94000,0.13,589.42,180,453.40,2.00
21,XAUUSD,buy,low,3949.59000,3943.79000,2025-10-29T21:20:00.000Z,2025-10-29T21:45:00.000Z,3943.79000,3961.19000,0.56,-324.80,25,-58.00,1.00
22,XAUUSD,buy,low,3946.83000,3952.91000,2025-10-29T21:50:00.000Z,2025-10-29T21:55:00.000Z,3943.79000,3952.91000,1.02,620.16,5,60.80,2.00
23,XAUUSD,buy,low,3958.86000,3943.79000,2025-10-29T22:00:00.000Z,2025-10-29T22:40:00.000Z,3943.79000,3989.00000,0.23,-346.61,40,-150.70,1.00
24,XAUUSD,buy,low,3944.59000,3943.79000,2025-10-29T22:45:00.000Z,2025-10-29T22:50:00.000Z,3943.79000,3946.19000,4.04,-323.20,5,-8.00,1.00
25,XAUUSD,buy,low,3950.12000,3962.78000,2025-10-29T22:55:00.000Z,2025-10-29T23:05:00.000Z,3943.79000,3962.78000,0.48,607.68,10,126.60,2.00
