ticket,symbol,direction,strategy,entryPrice,exitPrice,entryTime,exitTime,sl,tp,volume,profit,durationMinutes,pips,riskReward
4,XAUUSD,sell,low,2737.60110,2764.97711,2024-05-01T18:20:00.000Z,2024-05-02T00:40:00.000Z,2764.97711,2669.16107,0.18,-492.77,380,-273.76,1.00
3,XAUUSD,sell,low,2738.30332,2765.68636,2024-05-01T18:15:00.000Z,2024-05-02T01:20:00.000Z,2765.68636,2669.84574,0.18,-492.89,425,-273.83,1.00
5,XAUUSD,buy,low,2739.41875,2712.02456,2024-05-01T18:30:00.000Z,2024-05-02T05:40:00.000Z,2712.02456,2807.90422,0.18,-493.10,670,-273.94,1.00
1,XAUUSD,buy,low,2721.54176,2694.32634,2024-05-01T12:05:00.000Z,2024-05-02T10:10:00.000Z,2694.32634,2789.58030,0.18,-489.88,1325,-272.15,1.00
2,XAUUSD,sell,low,2742.24805,2673.69185,2024-05-01T18:05:00.000Z,2024-05-02T16:35:00.000Z,2769.67053,2673.69185,0.18,1234.01,1350,685.56,2.50
6,XAUUSD,sell,low,2716.86740,2648.94571,2024-05-02T05:35:00.000Z,2024-05-03T10:30:00.000Z,2744.03607,2648.94571,0.17,1154.67,1735,679.22,2.50
7,XAUUSD,sell,low,2716.43168,2648.52089,2024-05-02T05:40:00.000Z,2024-05-03T10:30:00.000Z,2743.59600,2648.52089,0.16,1086.57,1730,679.11,2.50
9,XAUUSD,buy,low,2673.88238,2647.14356,2024-05-02T17:00:00.000Z,2024-05-03T10:30:00.000Z,2647.14356,2740.72944,0.17,-454.56,1050,-267.39,1.00
10,XAUUSD,buy,low,2671.43943,2644.72504,2024-05-02T17:15:00.000Z,2024-05-03T10:40:00.000Z,2644.72504,2738.22542,0.17,-454.14,1045,-267.14,1.00
11,XAUUSD,sell,low,2637.92124,2664.30045,2024-05-03T12:25:00.000Z,2024-05-03T15:05:00.000Z,2664.30045,2571.97321,0.20,-527.58,160,-263.79,1.00
12,XAUUSD,sell,low,2641.84821,2668.26669,2024-05-03T15:45:00.000Z,2024-05-03T19:25:00.000Z,2668.26669,2575.80200,0.19,-501.95,220,-264.18,1.00
13,XAUUSD,sell,low,2640.90127,2667.31028,2024-05-03T15:50:00.000Z,2024-05-03T19:25:00.000Z,2667.31028,2574.87873,0.19,-501.77,215,-264.09,1.00
15,XAUUSD,buy,low,2644.59528,2618.14933,2024-05-03T16:00:00.000Z,2024-05-04T04:35:00.000Z,2618.14933,2710.71017,0.19,-502.47,755,-264.46,1.00
14,XAUUSD,buy,low,2642.79605,2616.36809,2024-05-03T15:55:00.000Z,2024-05-04T04:45:00.000Z,2616.36809,2708.86595,0.19,-502.13,770,-264.28,1.00
8,XAUUSD,sell,low,2676.87045,2609.94869,2024-05-02T16:40:00.000Z,2024-05-04T05:05:00.000Z,2703.63916,2609.94869,0.17,1137.67,2185,669.22,2.50
20,XAUUSD,sell,low,2660.81702,2687.42519,2024-05-04T19:40:00.000Z,2024-05-04T21:40:00.000Z,2687.42519,2594.29659,0.17,-452.34,120,-266.08,1.00
19,XAUUSD,sell,low,2670.46394,2697.16858,2024-05-04T16:45:00.000Z,2024-05-05T05:20:00.000Z,2697.16858,2603.70234,0.17,-453.98,755,-267.05,1.00
21,XAUUSD,sell,low,2680.70188,2707.50890,2024-05-04T21:50:00.000Z,2024-05-05T08:30:00.000Z,2707.50890,2613.68433,0.16,-428.91,640,-268.07,1.00
23,XAUUSD,sell,low,2708.00534,2640.30520,2024-05-05T08:35:00.000Z,2024-05-06T00:55:00.000Z,2735.08539,2640.30520,0.15,1015.50,980,677.00,2.50
18,XAUUSD,buy,low,2653.49320,2626.95827,2024-05-04T15:05:00.000Z,2024-05-06T02:30:00.000Z,2626.95827,2719.83053,0.17,-451.09,2125,-265.35,1.00
22,XAUUSD,sell,low,2698.75947,2631.29048,2024-05-05T06:30:00.000Z,2024-05-06T02:30:00.000Z,2725.74706,2631.29048,0.15,1012.03,1200,674.69,2.50
17,XAUUSD,buy,low,2651.76493,2625.24728,2024-05-04T15:00:00.000Z,2024-05-06T02:55:00.000Z,2625.24728,2718.05906,0.17,-450.80,2155,-265.18,1.00
16,XAUUSD,buy,low,2648.83679,2622.34843,2024-05-04T14:55:00.000Z,2024-05-06T03:10:00.000Z,2622.34843,2715.05771,0.17,-450.30,2175,-264.88,1.00
25,XAUUSD,sell,low,2630.13021,2656.43151,2024-05-06T02:35:00.000Z,2024-05-06T14:10:00.000Z,2656.43151,2564.37696,0.18,-473.42,695,-263.01,1.00
26,XAUUSD,sell,low,2630.51598,2656.82114,2024-05-06T02:40:00.000Z,2024-05-06T14:10:00.000Z,2656.82114,2564.75308,0.18,-473.49,690,-263.05,1.00
30,XAUUSD,buy,low,2663.62705,2636.99078,2024-05-06T15:05:00.000Z,2024-05-06T17:05:00.000Z,2636.99078,2730.21772,0.14,-372.91,120,-266.36,1.00
